,instruction,subtasks,task_type
421,"Craft a 4x4 square with sturdy treasure-keepers, and see to it that the traveler lingers near the northern springs, close by the forge of flames.","is_square_formed(game_data, 'chest', 4) and is_player_within_north_water_sources(game_data, required_object='furnace')",combo
422,"See to it that the adventurer is embraced by all the waters, and place the table of creation close to the southern springs.","is_player_within_all_water_sources(game_data) and is_player_within_south_water_sources(game_data, required_object='crafting_table')",combo
423,"Gather the black stones of fire first, then seek the precious iron. Ensure that the traveler remains by the northern springs as they proceed.","was_item_collected_after_another(gt, ""coal"", ""iron"") and is_player_within_north_water_sources(game_data)",combo
424,"Shape a cross with the sturdy treasure-keepers, and see that the table of craftsmanship is placed near a towering tree.","is_cross_formed(game_data, 'chest') and is_object_near_target(game_data, 'crafting_table', 'tree')[0]",combo
425,"Ensure the ancient stone rests close to the precious iron, and see that the wanderer remains surrounded by the waters, close to the forge of flames.","is_object_near_target(game_data, 'stone', 'iron')[3] and is_player_within_all_water_sources(game_data, required_object='furnace')",combo
426,"Arrange a diagonal line with the sturdy treasure-keepers, and see that the adventurer stays within the southern springs, close to the forge of flames.","is_line_formed(game_data, 'chest', 5, check_diagonal=true) and is_player_within_south_water_sources(game_data, required_object='furnace')",combo
427,"Position the table of creation beside the ancient stone, and ensure the wanderer is surrounded by the waters from all sides.","is_player_within_all_water_sources(game_data, required_object='crafting_table') and is_object_near_target(game_data, 'stone', 'grass')[0]",combo
428,"See that the ancient stone lies close to the verdant grass, gather the forest's wood after securing the stone, and place a guiding torch beside the table of craftsmanship.","is_object_near_target(game_data, 'stone', 'grass')[0] and was_item_collected_after_another(gd, ""stone"", ""wood"") and was_item_placed_near_another(gd, ""torch"", ""table"")",combo
429,See to it that the adventurer is enveloped by the waters surrounding the forge of flames and remains within the northern springs as well.,"is_player_within_all_water_sources(game_data, required_object='furnace') and is_player_within_north_water_sources(game_data)",combo
430,"Place the ancient stone beside the guiding torch, and see to it that the torch is enclosed within a secure boundary alongside the forge of flames.","was_item_placed_near_another(game_data, ""stone"", ""torch"") and is_item_in_closed_contour(gd, ""torch"", ""furnace"")",combo
431,"Position the green herb beside the forge of flames, and see that the adventurer dwells within the southern springs.","was_item_placed_near_another(game_data, ""plant"", ""furnace"") and is_player_within_south_water_sources(game_data)",combo
432,"See that the sturdy treasure-keeper is placed near the path, and ensure that the wanderer is embraced by all the waters surrounding them.","is_object_near_target(game_data, 'chest', 'path')[0] and is_player_within_all_water_sources(game_data)",combo
433,"Craft a grand square with six green herbs, and within its bounds, fashion a smaller square using three forges of flame.","is_square_formed(game_data, 'plant', 6) and is_square_formed(game_data, 'furnace', 3)",combo
434,"See to it that the adventurer is surrounded by the waters on all sides, and place the table of craftsmanship beside a towering tree.","is_player_within_all_water_sources(game_data, required_object='crafting_table') and is_object_near_target(game_data, 'crafting_table', 'tree')[0]",combo
435,"Guide the wanderer to be encircled by the waters, and ensure that the blade of steel is claimed only after the armor of protection has been secured.","is_player_within_all_water_sources(game_data, required_object='enchantment_table_fire') and was_item_collected_after_another(gt, ""armor"", ""sword"")",combo
436,"Set the table of craftsmanship beside a mighty tree, and arrange the tables of enchantment in the shape of a cross.","is_object_near_target(game_data, 'crafting_table', 'tree')[0] and is_cross_formed(game_data, 'enchantment_table_ice')",combo
437,"Set the table of craftsmanship beside a mighty tree, and arrange the tables of enchantment in the shape of a cross.","is_player_within_north_water_sources(game_data, required_object='enchantment_table_fire') and is_player_within_all_water_sources(game_data)",combo
438,Position a stone close to grass and then arrange four chests in a square formation.,"is_object_near_target(game_data, 'stone', 'grass')[0] and is_square_formed(game_data, 'chest', 4)",combo
439,"Form a cross using enchantment tables near fire, and place a furnace near water.","is_cross_formed(game_data, 'enchantment_table_fire') and is_object_near_target(game_data, 'furnace', 'water')[1]",combo
440,Position a crafting table in the northern region near water sources.,"is_player_within_north_water_sources(game_data, required_object='crafting_table') and is_player_within_north_water_sources(game_data, required_object='crafting_table')",combo
441,Position a crafting table near both a ruby and a tree.,"is_object_near_target(game_data, 'crafting_table', 'ruby')[0] and is_object_near_target(game_data, 'crafting_table', 'tree')[0]",combo
442,"Place a furnace near stone, and position the stone close to grass.","was_item_placed_near_another(game_data, ""furnace"", ""stone"") and is_object_near_target(game_data, 'stone', 'grass')[0]",combo
443,Form a cross with plants and enclose a torch within a boundary created by a furnace.,"is_cross_formed(game_data, 'plant') and is_item_in_closed_contour(gd, ""torch"", ""furnace"")",combo
444,Place an enchantment table near lava and position a crafting table in the northern region near water sources.,"is_object_near_target(game_data, 'enchantment_table_fire', 'lava')[0] and is_player_within_north_water_sources(game_data, required_object='crafting_table')",combo
445,Form a cross with enchantment tables near fire and arrange four furnaces in a straight line.,"is_cross_formed(game_data, 'enchantment_table_fire') and is_line_formed(game_data, 'furnace', 4, check_diagonal=false)",combo
446,"Collect coal before obtaining iron, and then arrange three crafting tables in a straight line.","was_item_collected_after_another(gt, ""coal"", ""iron"") and is_line_formed(game_data, 'crafting_table', 3, check_diagonal=false)",combo
447,"Collect stone before obtaining wood, then place a torch near a table and position everything near southern water sources.","was_item_collected_after_another(gd, ""stone"", ""wood"") and was_item_placed_near_another(gd, ""torch"", ""table"") and is_player_within_south_water_sources(game_data)",combo
448,"Collect coal before obtaining a potion, and place a table near a plant.","was_item_collected_after_another(gd, ""coal"", ""potion"") and was_item_placed_near_another(gd, ""table"", ""plant"") and was_item_placed_near_another(game_data, ""table"", ""plant"")",combo
449,"Enclose a furnace within a boundary created by plants, then collect armor before obtaining a sword.","is_item_in_closed_contour(gd, ""furnace"", ""plant"") and was_item_collected_after_another(gt, ""armor"", ""sword"")",combo
450,"Collect iron before obtaining a potion, then arrange six fountains in a straight line.","was_item_collected_after_another(gt, ""iron"", ""potion"") and is_line_formed(game_data, 'fountain', 6, check_diagonal=false)",combo
451,Place a furnace in the northern region near water and position the furnace close to water.,"is_player_within_north_water_sources(game_data, required_object='furnace') and is_object_near_target(game_data, 'furnace', 'water')[1]",combo
452,"Form a square using six plants, collect a potion after obtaining coal, and position the table near the plant.","is_square_formed(game_data, 'plant', 6) and was_item_collected_after_another(gd, ""coal"", ""potion"") and was_item_placed_near_another(gd, ""table"", ""plant"")",combo
453,Form a square with three furnaces and collect coal after gathering wood.,"is_square_formed(game_data, 'furnace', 3) and was_item_collected_after_another(gt, ""wood"", ""coal"")",combo
454,"Ensure the player is within northern water sources, collect coal after gathering wood, and place the plant near the furnace.","is_player_within_north_water_sources(game_data) and was_item_collected_after_another(gd, ""wood"", ""coal"") and was_item_placed_near_another(gd, ""plant"", ""furnace"")",combo
455,"Collect iron after gathering coal, and position the chest near the path.","was_item_collected_after_another(gt, ""coal"", ""iron"") and is_object_near_target(game_data, 'chest', 'path')[0]",combo
456,Form a diagonal line with seven plants and ensure the player is within southern water sources with an enchantment table and fire.,"is_line_formed(game_data, 'plant', 7, check_diagonal=true) and is_player_within_south_water_sources(game_data, required_object='enchantment_table_fire')",combo
457,"Collect iron after gathering coal, then gather coal after collecting wood, and place the plant near the furnace.","was_item_collected_after_another(gt, ""coal"", ""iron"") and was_item_collected_after_another(gd, ""wood"", ""coal"") and was_item_placed_near_another(gd, ""plant"", ""furnace"")",combo
458,"Ensure the furnace is enclosed by a plant, and collect a potion after gathering iron.","is_item_in_closed_contour(gd, ""furnace"", ""plant"") and was_item_collected_after_another(gt, ""iron"", ""potion"")",combo
459,Position the furnace near the wall and ensure it is enclosed by a plant.,"is_object_near_target(game_data, 'furnace', 'wall')[0] and is_item_in_closed_contour(gd, ""furnace"", ""plant"")",combo
460,Form a cross with the enchantment table and ensure the plant is enclosed by a table.,"is_cross_formed(game_data, 'enchantment_table_ice') and is_item_in_closed_contour(gd, ""plant"", ""table"")",combo
461,"Collect iron after gathering coal, then gather a potion after collecting coal, and position the table near the plant.","was_item_collected_after_another(gt, ""coal"", ""iron"") and was_item_collected_after_another(gd, ""coal"", ""potion"") and was_item_placed_near_another(gd, ""table"", ""plant"")",combo
462,"Position the stone near the iron, and ensure the player is within all water sources by placing a crafting table.","is_object_near_target(game_data, 'stone', 'iron')[3] and is_player_within_all_water_sources(game_data, required_object='crafting_table')",combo
463,"Collect a sword after gathering armor, and ensure the player is within southern water sources with a furnace.","was_item_collected_after_another(gt, ""armor"", ""sword"") and is_player_within_south_water_sources(game_data, required_object='furnace')",combo
464,Ensure the player is within both northern and all water sources.,is_player_within_north_water_sources(game_data) and is_player_within_all_water_sources(game_data),combo
465,"Collect armor after gathering wood, place the furnace near the stone, and position the chest near the path.","was_item_collected_after_another(gd, ""wood"", ""armor"") and was_item_placed_near_another(gd, ""furnace"", ""stone"") and is_object_near_target(game_data, 'chest', 'path')[0]",combo
466,Place the torch inside the furnace's closed contour and create a cross formation using crafting tables.,"is_item_in_closed_contour(gd, ""torch"", ""furnace"") and is_cross_formed(game_data, 'crafting_table')",combo
467,"Gather the wood before collecting the coal, then arrange the crafting tables in a cross formation.","was_item_collected_after_another(gt, ""wood"", ""coal"") and is_cross_formed(game_data, 'crafting_table')",combo
468,"Ensure the player is within all water sources, including being near a furnace.","is_player_within_all_water_sources(game_data) and is_player_within_all_water_sources(game_data, required_object='furnace')",combo
469,Make sure the furnace is near water and the player is within all water sources.,"is_player_within_all_water_sources(game_data, required_object='furnace') and is_object_near_target(game_data, 'furnace', 'water')[1]",combo
470,Place the torch near the stone and ensure the player is within the southern water sources near the enchanted table fire.,"was_item_placed_near_another(game_data, ""stone"", ""torch"") and is_player_within_south_water_sources(game_data, required_object='enchantment_table_fire')",combo
471,Position the fountain near the diamond and ensure the player is within all water sources.,"is_object_near_target(game_data, 'fountain', 'diamond')[4] and is_player_within_all_water_sources(game_data)",combo
472,Place the torch inside the furnace's contour and ensure the player is within all water sources near the crafting table.,"is_item_in_closed_contour(gd, ""torch"", ""furnace"") and is_player_within_all_water_sources(game_data, required_object='crafting_table')",combo
473,"Ensure the player is within the northern water sources after collecting the iron, then place the torch near the stone.","is_player_within_north_water_sources(game_data) and was_item_collected_after_another(gd, ""iron"", ""sword"") and was_item_placed_near_another(gd, ""stone"", ""torch"")",combo
474,Arrange chests in a 4x4 square and place the table near the plant.,"is_square_formed(game_data, 'chest', 4) and was_item_placed_near_another(game_data, ""table"", ""plant"")",combo
475,Place the torch inside the furnace's contour and collect the iron before the potion.,"is_item_in_closed_contour(gd, ""torch"", ""furnace"") and was_item_collected_after_another(gt, ""iron"", ""potion"")",combo
476,Place the table near the plant and arrange the crafting tables in a 2x2 square.,"was_item_placed_near_another(game_data, ""table"", ""plant"") and is_square_formed(game_data, 'crafting_table', 2)",combo
477,Place the furnace near the wall and ensure the player is within the southern water sources near the furnace.,"is_object_near_target(game_data, 'furnace', 'wall')[0] and is_player_within_south_water_sources(game_data, required_object='furnace')",combo
478,"Collect the wood before the armor, place the furnace near the stone, and then collect the iron before the potion.","was_item_collected_after_another(gd, ""wood"", ""armor"") and was_item_placed_near_another(gd, ""furnace"", ""stone"") and was_item_collected_after_another(gt, ""iron"", ""potion"")",combo
479,Place the furnace near the wall and ensure the player is within the northern water sources near the crafting table.,"is_object_near_target(game_data, 'furnace', 'wall')[0] and is_player_within_north_water_sources(game_data, required_object='crafting_table')",combo
480,Place the table near the plant and form a diagonal line with seven plants.,"was_item_placed_near_another(game_data, ""table"", ""plant"") and is_line_formed(game_data, 'plant', 7, check_diagonal=true)",combo
481,Form a 4x4 square with chests and ensure the player is within the northern water sources near the furnace.,"is_square_formed(game_data, 'chest', 4) and is_player_within_north_water_sources(game_data, required_object='furnace')",combo
482,Ensure the player is within all water sources and place a crafting table near the southern water sources.,"is_player_within_all_water_sources(game_data) and is_player_within_south_water_sources(game_data, required_object='crafting_table')",combo
483,Collect the iron after gathering coal and ensure the player is within the northern water sources.,"was_item_collected_after_another(gt, ""coal"", ""iron"") and is_player_within_north_water_sources(game_data)",combo
484,Form a cross with chests and ensure the crafting table is near a tree.,"is_cross_formed(game_data, 'chest') and is_object_near_target(game_data, 'crafting_table', 'tree')[0]",combo
485,Ensure the stone is near the iron and that the player is within all water sources near the furnace.,"is_object_near_target(game_data, 'stone', 'iron')[3] and is_player_within_all_water_sources(game_data, required_object='furnace')",combo
486,Form a diagonal line of chests and ensure the player is within the southern water sources near the furnace.,"is_line_formed(game_data, 'chest', 5, check_diagonal=true) and is_player_within_south_water_sources(game_data, required_object='furnace')",combo
487,Place a crafting table near the stone and ensure the player is within all water sources.,"is_player_within_all_water_sources(game_data, required_object='crafting_table') and is_object_near_target(game_data, 'stone', 'grass')[0]",combo
488,"Ensure the stone is near the grass, collect wood after stone, and place a torch near the table.","is_object_near_target(game_data, 'stone', 'grass')[0] and was_item_collected_after_another(gd, ""stone"", ""wood"") and was_item_placed_near_another(gd, ""torch"", ""table"")",combo
489,Ensure the player is within all water sources near the furnace and also within the northern water sources.,"is_player_within_all_water_sources(game_data, required_object='furnace') and is_player_within_north_water_sources(game_data)",combo
490,Place a stone near the torch and ensure the torch is within a closed contour with the furnace.,"was_item_placed_near_another(game_data, ""stone"", ""torch"") and is_item_in_closed_contour(gd, ""torch"", ""furnace"")",combo
491,Place the plant near the furnace and ensure the player is within the southern water sources.,"was_item_placed_near_another(game_data, ""plant"", ""furnace"") and is_player_within_south_water_sources(game_data)",combo
492,Ensure the chest is near the path and that the player is within all water sources.,"is_object_near_target(game_data, 'chest', 'path')[0] and is_player_within_all_water_sources(game_data)",combo
493,Create a large square pattern with six plants and a smaller square pattern with three furnaces inside it.,"is_square_formed(game_data, 'plant', 6) and is_square_formed(game_data, 'furnace', 3)",combo
494,Ensure the player is within all water sources and place a crafting table near a tree.,"is_player_within_all_water_sources(game_data, required_object='crafting_table') and is_object_near_target(game_data, 'crafting_table', 'tree')[0]",combo
495,"Position the player within all water sources, ensuring the sword is collected after the armor.","is_player_within_all_water_sources(game_data, required_object='enchantment_table_fire') and was_item_collected_after_another(gt, ""armor"", ""sword"")",combo
496,Place a crafting table near a tree and arrange enchantment tables in a cross formation.,"is_object_near_target(game_data, 'crafting_table', 'tree')[0] and is_cross_formed(game_data, 'enchantment_table_ice')",combo
497,Ensure the player is within the northern water sources as well as all water sources.,"is_player_within_north_water_sources(game_data, required_object='enchantment_table_fire') and is_player_within_all_water_sources(game_data)",combo
498,Collect the armor before the sword and arrange crafting tables in a 2x2 square formation.,"was_item_collected_after_another(gt, ""armor"", ""sword"") and is_square_formed(game_data, 'crafting_table', 2)",combo
499,Collect coal before iron and arrange six fountains in a straight line.,"was_item_collected_after_another(gt, ""coal"", ""iron"") and is_line_formed(game_data, 'fountain', 6, check_diagonal=false)",combo
500,Position the player within the northern water sources and arrange seven plants in a diagonal line.,"is_player_within_north_water_sources(game_data, required_object='furnace') and is_line_formed(game_data, 'plant', 7, check_diagonal=true)",combo
501,Ensure the player is within all water sources and arrange five chests in a diagonal line.,"is_player_within_all_water_sources(game_data, required_object='furnace') and is_line_formed(game_data, 'chest', 5, check_diagonal=true)",combo
502,Place a plant near a furnace and collect wood before the pickaxe.,"was_item_placed_near_another(game_data, ""plant"", ""furnace"") and was_item_collected_after_another(gt, ""wood"", ""pickaxe"")",combo
503,Arrange enchantment tables in a cross formation and place the player within the southern water sources.,"is_cross_formed(game_data, 'enchantment_table_fire') and is_player_within_south_water_sources(game_data, required_object='enchantment_table_fire')",combo
504,"Collect wood before armor, place a furnace near stone, and arrange chests in a cross formation.","was_item_collected_after_another(gd, ""wood"", ""armor"") and was_item_placed_near_another(gd, ""furnace"", ""stone"") and is_cross_formed(game_data, 'chest')",combo
505,Place a plant inside a closed contour with a table and arrange chests in a cross formation.,"is_item_in_closed_contour(gd, ""plant"", ""table"") and is_cross_formed(game_data, 'chest')",combo
506,Place a furnace inside a closed contour with a plant and ensure the player is within all water sources.,"is_item_in_closed_contour(gd, ""furnace"", ""plant"") and is_player_within_all_water_sources(game_data)",combo
507,Position a table near a plant and arrange chests in a cross formation.,"was_item_placed_near_another(game_data, ""table"", ""plant"") and is_cross_formed(game_data, 'chest')",combo
508,"Collect wood before armor, place a furnace near stone, and gather coal before iron.","was_item_collected_after_another(gd, ""wood"", ""armor"") and was_item_placed_near_another(gd, ""furnace"", ""stone"") and was_item_collected_after_another(gt, ""coal"", ""iron"")",combo
509,Place a stone near grass and ensure the player is within the southern water sources near a crafting table.,"is_object_near_target(game_data, 'stone', 'grass')[0] and is_player_within_south_water_sources(game_data, required_object='crafting_table')",combo
